+
1 15
4 5 44
+
16 15
6 4 0
9 13 1
8 11 2
5 2 3
8 6 4
10 8 5
4 11 6
12 3 7
15 15 8
5 1 9
4 2 10
10 15 11
13 2 12
6 8 13
15 7 14
11 4 15
9 7 16
5 12 17
12 5 18
1 11 19
4 14 20
13 3 21
4 11 22
14 14 23
7 7 24
16 9 25
14 9 26
11 11 27
2 10 28
1 11 29
15 10 30
15 14 31
11 4 32
5 4 33
4 10 34
4 12 35
11 14 36
3 15 37
4 8 38
1 1 39
12 6 40
6 12 41
4 1 42
7 2 43
1 15 44
14 3 45
3 11 46
5 15 47
11 11 48
2 14 49
13 5 50
5 1 51
3 13 52
15 15 53
15 15 54
4 7 55
8 15 56
4 9 57
5 11 58
15 13 59
14 11 60
2 11 61
5 3 62
4 11 63
10 8 64
1 11 65
10 10 66
9 4 67
15 4 68
10 5 69
15 8 70
9 12 71
2 1 72
10 2 73
+
6 14
4 10 0
3 6 1
2 7 2
6 8 3
4 1 4
4 11 5
4 12 6
6 11 7
1 2 8
3 11 9
1 13 10
1 13 11
4 2 12
5 13 13
4 13 14
4 1 15
2 10 16
2 9 17
5 1 18
3 12 19
4 2 20
3 9 21
5 7 22
2 12 23
5 14 24
4 7 25
4 5 26
5 8 27
1 7 28
1 11 29
3 5 30
6 5 31
5 12 32
2 8 33
4 10 34
1 13 35
2 9 36
4 13 37
1 8 38
2 10 39
2 6 40
5 11 41
5 2 42
3 7 43
5 9 44
1 11 45
1 2 46
1 1 47
5 6 48
3 13 49
3 11 50
3 3 51
1 9 52
2 9 53
2 6 54
5 12 55
5 10 56
5 7 57
2 6 58
6 13 59
2 8 60
5 7 61
6 12 62
2 10 63
4 4 64
5 5 65
5 6 66
1 8 67
6 11 68
1 5 69
5 1 70
5 6 71
4 10 72
2 2 73
6 6 74
5 1 75
4 2 76
1 3 77
+
4 16
4 2 0
3 9 1
4 3 2
3 3 3
4 9 4
1 4 5
1 10 6
3 9 7
1 4 8
2 5 9
2 1 10
4 12 11
3 2 12
4 14 13
2 7 14
2 10 15
2 7 16
3 11 17
3 8 18
2 4 19
3 1 20
1 8 21
1 3 22
1 10 23
1 13 24
2 6 25
4 2 26
3 11 27
3 11 28
4 1 29
3 16 30
1 3 31
3 2 32
4 6 33
2 14 34
3 5 35
2 10 36
3 15 37
2 2 38
4 5 39
3 14 40
3 13 41
3 3 42
3 10 43
4 4 44
1 5 45
4 12 46
1 9 47
4 13 48
4 6 49
2 13 50
+
16 1
8 1 0
8 1 1
11 1 2
1 1 3
7 1 4
14 1 5
1 1 6
12 1 7
2 1 8
15 1 9
15 1 10
9 1 11
12 1 12
16 1 13
4 1 14
4 1 15
3 1 16
+
14 5
10 3 0
5 1 1
5 3 2
2 1 3
7 1 4
4 4 5
5 2 6
2 2 7
7 4 8
13 2 9
3 4 10
11 2 11
6 5 12
4 3 13
4 3 14
4 2 15
9 5 16
14 1 17
13 5 18
2 4 19
11 2 20
13 2 21
14 5 22
9 1 23
6 5 24
2 1 25
5 5 26
13 3 27
12 1 28
9 4 29
+
2 19
2 16 0
2 10 1
1 12 2
2 10 3
2 19 4
2 5 5
2 2 6
1 2 7
2 5 8
1 9 9
2 15 10
2 19 11
1 9 12
1 11 13
1 6 14
2 10 15
1 1 16
1 17 17
2 5 18
1 3 19
2 15 20
1 3 21
1 8 22
2 12 23
2 8 24
1 3 25
2 8 26
2 4 27
2 10 28
1 5 29
2 16 30
2 10 31
2 6 32
2 8 33
2 3 34
2 5 35
1 15 36
2 15 37
2 11 38
1 7 39
2 7 40
2 5 41
+
7 6
2 4 0
4 3 1
7 4 2
2 1 3
5 3 4
5 2 5
1 5 6
7 4 7
6 3 8
1 2 9
7 4 10
1 3 11
3 6 12
1 5 13
7 4 14
5 4 15
4 4 16
5 6 17
4 6 18
1 4 19
1 1 20
6 6 21
5 4 22
1 1 23
2 3 24
5 1 25
3 5 26
2 6 27
7 6 28
3 2 29
5 1 30
4 2 31
6 1 32
1 4 33
1 1 34
7 3 35
5 1 36
1 2 37
6 3 38
4 4 39
3 5 40
7 3 41
3 2 42
5 4 43
4 4 44
2 3 45
6 2 46
3 6 47
1 3 48
7 1 49
4 6 50
3 5 51
4 6 52
5 2 53
3 5 54
5 6 55
4 6 56
5 4 57
6 5 58
6 1 59
2 6 60
7 6 61
2 5 62
3 5 63
6 4 64
7 6 65
6 2 66
2 2 67
7 4 68
2 1 69
7 4 70
+
4 3
4 3 0
1 3 1
2 2 2
2 3 3
2 3 4
3 1 5
1 1 6
2 2 7
3 1 8
+
20 17
16 14 0
13 12 1
1 15 2
15 13 3
14 10 4
4 3 5
10 6 6
12 13 7
20 5 8
13 11 9
10 3 10
14 15 11
1 1 12
7 3 13
19 8 14
11 14 15
2 1 16
15 8 17
6 14 18
16 10 19
1 10 20
15 9 21
13 5 22
16 5 23
7 16 24
2 8 25
16 1 26
5 4 27
5 6 28
5 10 29
2 14 30
16 6 31
20 1 32
19 17 33
16 8 34
2 9 35
14 7 36
3 10 37
1 6 38
7 16 39
2 12 40
9 12 41
8 8 42
3 4 43
11 1 44
13 4 45
16 7 46
10 10 47
14 7 48
3 12 49
5 4 50
10 14 51
16 16 52
19 14 53
3 8 54
16 9 55
10 7 56
10 10 57
15 15 58
4 17 59
9 8 60
18 8 61
16 13 62
20 11 63
13 4 64
8 10 65
18 5 66
7 9 67
20 6 68
11 14 69
14 5 70
+
11 16
8 8 0
6 11 1
9 9 2
7 4 3
1 1 4
6 6 5
8 8 6
8 8 7
11 14 8
7 1 9
9 7 10
10 3 11
6 9 12
4 7 13
11 10 14
7 9 15
2 11 16
11 14 17
4 6 18
1 9 19
4 11 20
5 3 21
4 15 22
11 9 23
7 6 24
7 12 25
11 9 26
7 7 27
8 11 28
3 5 29
4 2 30
6 4 31
5 5 32
3 15 33
2 13 34
8 11 35
9 8 36
4 15 37
2 8 38
1 11 39
8 10 40
+
7 15
6 10 0
4 12 1
7 9 2
4 9 3
2 6 4
6 15 5
5 12 6
4 8 7
5 8 8
4 1 9
7 14 10
6 6 11
5 15 12
5 12 13
4 7 14
2 12 15
3 1 16
7 5 17
5 8 18
6 5 19
7 15 20
1 1 21
6 11 22
7 11 23
2 13 24
7 3 25
1 4 26
6 1 27
1 15 28
4 1 29
3 1 30
1 5 31
7 11 32
1 15 33
2 6 34
4 4 35
2 7 36
7 1 37
4 9 38
3 4 39
3 11 40
3 14 41
5 12 42
2 15 43
3 10 44
1 15 45
7 12 46
5 12 47
5 6 48
2 2 49
1 8 50
5 11 51
6 5 52
6 14 53
2 4 54
5 3 55
7 11 56
3 15 57
1 1 58
6 4 59
3 7 60
1 4 61
2 1 62
3 15 63
5 9 64
2 3 65
6 2 66
7 9 67
7 14 68
7 9 69
5 7 70
3 15 71
3 12 72
2 4 73
4 10 74
5 6 75
3 12 76
2 15 77
1 1 78
4 8 79
7 10 80
2 3 81
3 2 82
1 14 83
2 2 84
1 9 85
6 4 86
3 5 87
2 13 88
5 3 89
5 14 90
5 14 91
+
7 10
7 10 0
1 1 1
6 3 2
2 6 3
2 4 4
1 3 5
4 9 6
6 1 7
2 9 8
3 8 9
2 2 10
1 8 11
6 9 12
3 1 13
5 1 14
5 2 15
3 2 16
4 7 17
3 2 18
4 10 19
1 4 20
+
11 18
7 13 0
8 15 1
4 5 2
3 8 3
1 18 4
4 10 5
3 18 6
3 8 7
4 7 8
11 12 9
9 7 10
1 11 11
5 10 12
1 9 13
8 18 14
3 7 15
10 2 16
3 2 17
11 2 18
2 6 19
10 18 20
8 1 21
3 1 22
4 2 23
6 9 24
7 3 25
4 2 26
4 16 27
9 18 28
5 18 29
5 10 30
8 8 31
3 6 32
1 1 33
2 5 34
10 12 35
7 16 36
5 16 37
9 18 38
7 7 39
2 2 40
7 14 41
3 5 42
2 2 43
1 6 44
5 5 45
5 9 46
1 5 47
1 6 48
6 12 49
9 3 50
11 12 51
11 8 52
2 4 53
4 18 54
5 18 55
8 15 56
6 7 57
10 18 58
9 16 59
7 12 60
1 1 61
5 2 62
5 7 63
11 2 64
5 5 65
11 5 66
4 16 67
1 10 68
4 17 69
1 5 70
9 1 71
9 6 72
5 18 73
5 6 74
8 2 75
1 4 76
8 2 77
3 4 78
7 12 79
7 6 80
7 8 81
10 11 82
4 8 83
10 13 84
8 8 85
5 11 86
2 11 87
4 3 88
4 10 89
10 8 90
1 7 91
5 11 92
7 8 93
8 16 94
5 4 95
+
1 10
1 6 0
1 5 1
1 4 2
1 4 3
1 6 4
1 5 5
1 8 6
1 3 7
1 2 8
1 8 9
1 3 10
1 10 11
1 7 12
1 3 13
1 6 14
1 8 15
1 3 16
1 10 17
1 10 18
1 5 19
1 3 20
1 10 21
1 8 22
1 7 23
1 5 24
1 3 25
1 3 26
1 1 27
1 3 28
1 1 29
1 9 30
1 7 31
1 7 32
1 2 33
1 2 34
1 8 35
1 9 36
1 5 37
1 10 38
1 6 39
1 5 40
1 3 41
1 6 42
1 3 43
1 2 44
1 5 45
1 4 46
1 6 47
1 1 48
1 7 49
1 2 50
1 10 51
1 2 52
1 7 53
1 5 54
1 8 55
1 2 56
1 8 57
1 2 58
1 3 59
1 4 60
1 1 61
1 4 62
1 4 63
1 4 64
1 6 65
1 4 66
1 8 67
1 4 68
1 9 69
1 10 70
1 1 71
1 5 72
1 5 73
1 2 74
1 10 75
1 9 76
1 7 77
1 1 78
1 3 79
+
1 19
1 4 0
1 16 1
1 17 2
1 13 3
1 12 4
1 11 5
1 12 6
1 3 7
1 14 8
1 16 9
1 6 10
1 11 11
1 7 12
1 4 13
1 6 14
1 16 15
1 16 16
1 1 17
1 16 18
1 14 19
1 3 20
1 4 21
1 17 22
1 9 23
1 7 24
1 12 25
1 16 26
1 2 27
1 2 28
1 17 29
1 2 30
1 12 31
1 19 32
1 8 33
1 18 34
1 13 35
1 4 36
1 2 37
1 9 38
1 1 39
1 12 40
1 14 41
1 14 42
1 12 43
1 9 44
1 13 45
1 15 46
1 13 47
1 1 48
1 14 49
1 11 50
1 12 51
1 10 52
1 15 53
1 5 54
1 8 55
1 16 56
1 12 57
1 9 58
1 10 59
1 5 60
1 8 61
1 7 62
1 14 63
1 8 64
1 11 65
1 16 66
1 1 67
1 3 68
1 14 69
1 2 70
1 14 71
1 5 72
1 13 73
1 16 74
1 10 75
1 5 76
1 10 77
1 18 78
1 17 79
1 5 80
1 1 81
1 14 82
1 15 83
1 15 84
1 12 85
+
10 14
9 2 0
6 2 1
10 11 2
9 5 3
9 2 4
10 8 5
2 13 6
2 13 7
5 5 8
1 1 9
2 7 10
6 1 11
5 5 12
1 1 13
6 1 14
10 4 15
7 9 16
8 6 17
9 14 18
4 14 19
2 6 20
6 4 21
2 8 22
5 11 23
4 8 24
7 3 25
10 1 26
6 9 27
3 12 28
7 14 29
3 10 30
2 14 31
7 11 32
8 4 33
2 14 34
4 7 35
10 5 36
7 1 37
6 3 38
2 12 39
10 10 40
2 6 41
4 5 42
4 4 43
7 14 44
10 2 45
9 2 46
3 14 47
6 9 48
6 4 49
5 6 50
6 3 51
8 1 52
5 5 53
6 2 54
6 1 55
5 14 56
2 14 57
8 2 58
9 3 59
3 12 60
2 9 61
4 13 62
8 6 63
9 11 64
5 5 65
6 2 66
2 5 67
9 1 68
8 8 69
6 13 70
2 9 71
5 13 72
5 6 73
2 2 74
2 11 75
4 8 76
2 3 77
10 4 78
2 8 79
6 3 80
3 7 81
7 6 82
6 6 83
8 12 84
1 7 85
5 10 86
6 6 87
8 2 88
3 4 89
5 14 90
8 10 91
8 12 92
9 5 93
3 8 94
4 8 95
5 1 96
8 5 97
6 7 98
+
10 8
7 8 0
5 1 1
8 3 2
2 3 3
8 3 4
8 8 5
5 7 6
5 3 7
5 7 8
4 5 9
9 1 10
10 6 11
3 3 12
6 1 13
3 8 14
6 7 15
9 7 16
1 3 17
2 3 18
10 7 19
1 2 20
5 5 21
8 5 22
7 6 23
7 6 24
10 3 25
10 6 26
2 4 27
10 7 28
9 6 29
9 7 30
1 5 31
3 2 32
4 1 33
10 7 34
6 4 35
9 4 36
8 6 37
8 7 38
7 1 39
7 7 40
3 8 41
3 1 42
9 3 43
7 2 44
8 3 45
5 1 46
5 8 47
9 6 48
2 3 49
+
17 8
9 7 0
14 6 1
8 6 2
13 2 3
13 4 4
2 3 5
9 5 6
1 1 7
9 2 8
12 8 9
2 6 10
1 3 11
13 1 12
4 2 13
3 7 14
12 4 15
8 3 16
15 3 17
17 6 18
16 5 19
10 4 20
7 3 21
15 6 22
8 3 23
15 2 24
1 5 25
4 5 26
12 4 27
2 4 28
6 7 29
2 8 30
7 7 31
16 3 32
14 6 33
16 6 34
2 4 35
1 6 36
8 8 37
15 8 38
17 8 39
15 1 40
1 3 41
11 8 42
16 8 43
10 5 44
12 3 45
10 1 46
3 3 47
16 7 48
5 2 49
13 8 50
11 5 51
14 6 52
11 7 53
8 2 54
6 7 55
7 3 56
10 6 57
9 4 58
12 8 59
12 1 60
7 6 61
3 3 62
5 4 63
11 6 64
4 3 65
3 3 66
14 3 67
6 8 68
10 2 69
4 5 70
11 4 71
9 1 72
10 4 73
1 6 74
7 5 75
5 8 76
14 5 77
+
11 7
10 4 0
4 7 1
8 4 2
11 4 3
9 3 4
10 3 5
7 3 6
11 1 7
8 5 8
7 5 9
8 7 10
10 1 11
2 5 12
9 5 13
3 1 14
10 1 15
1 5 16
3 3 17
7 5 18
6 3 19
5 3 20
7 5 21
2 6 22
6 6 23
8 6 24
7 3 25
9 3 26
1 3 27
1 3 28
7 5 29
10 1 30
9 2 31
7 6 32
1 5 33
6 6 34
5 2 35
2 2 36
3 5 37
5 1 38
7 1 39
5 4 40
11 5 41
6 5 42
6 2 43
1 2 44
7 2 45
4 4 46
7 7 47
1 5 48
5 7 49
8 3 50
11 7 51
6 3 52
4 5 53
3 4 54
10 7 55
5 6 56
9 1 57
8 1 58
2 5 59
11 4 60
4 5 61
6 4 62
2 6 63
5 6 64
1 5 65
7 6 66
5 7 67
10 3 68
9 5 69
7 1 70
+
13 7
7 1 0
6 7 1
13 6 2
11 2 3
4 5 4
6 1 5
7 2 6
13 5 7
10 4 8
3 7 9
5 2 10
3 6 11
8 4 12
7 7 13
10 7 14
8 2 15
3 2 16
12 7 17
13 6 18
4 7 19
1 5 20
4 3 21
11 3 22
7 1 23
9 7 24
12 2 25
8 4 26
3 2 27
12 4 28
2 5 29
12 5 30
9 3 31
4 2 32
8 1 33
1 3 34
2 1 35
6 4 36
1 5 37
4 6 38
1 2 39
7 3 40
1 3 41
4 3 42
13 3 43
1 4 44
10 3 45
8 5 46
3 6 47
5 3 48
3 1 49
5 7 50
3 2 51
10 5 52
1 1 53
10 5 54
7 5 55
4 4 56
2 7 57
5 3 58
7 3 59
7 7 60
12 4 61
1 2 62
3 2 63
13 5 64
3 3 65
10 6 66
2 5 67
11 3 68
1 4 69
13 2 70
5 2 71
1 3 72
10 1 73
2 5 74
8 2 75
11 6 76
4 4 77
8 4 78
2 1 79
11 2 80
4 6 81
9 3 82
11 3 83
1 2 84
7 3 85
6 1 86
1 6 87
13 5 88
6 3 89
6 2 90
10 4 91
8 2 92
+
11 17
6 14 0
6 16 1
10 3 2
9 6 3
8 15 4
4 16 5
8 1 6
11 12 7
8 2 8
1 12 9
3 16 10
3 16 11
4 12 12
8 5 13
9 14 14
6 15 15
8 9 16
9 11 17
10 12 18
3 15 19
10 11 20
9 17 21
11 10 22
9 3 23
8 14 24
7 11 25
4 2 26
7 2 27
10 13 28
11 15 29
2 14 30
9 14 31
3 4 32
6 1 33
2 17 34
6 13 35
2 9 36
1 15 37
8 3 38
1 9 39
5 16 40
6 13 41
10 10 42
8 12 43
1 7 44
9 16 45
1 2 46
8 2 47
1 16 48
6 8 49
7 9 50
1 15 51
8 9 52
11 10 53
11 7 54
9 12 55
10 4 56
10 8 57
+
4 20
3 6 0
4 4 1
4 18 2
4 14 3
1 15 4
1 18 5
4 13 6
4 7 7
4 20 8
1 5 9
2 1 10
4 15 11
4 20 12
1 19 13
2 13 14
1 7 15
1 7 16
3 3 17
4 8 18
4 7 19
4 9 20
1 14 21
1 5 22
3 1 23
1 1 24
1 11 25
4 4 26
3 11 27
3 9 28
1 12 29
3 12 30
2 4 31
1 11 32
1 19 33
3 17 34
1 11 35
3 4 36
2 14 37
1 1 38
4 19 39
1 16 40
2 11 41
4 4 42
2 14 43
4 1 44
3 15 45
4 14 46
3 6 47
4 1 48
2 15 49
2 3 50
3 6 51
2 15 52
4 9 53
1 10 54
3 13 55
4 15 56
3 3 57
3 13 58
1 14 59
4 2 60
4 16 61
4 11 62
4 12 63
1 11 64
1 5 65
4 6 66
4 18 67
4 6 68
3 2 69
2 8 70
4 10 71
1 20 72
3 12 73
3 6 74
2 17 75
4 16 76
1 11 77
1 12 78
3 6 79
3 9 80
4 1 81
2 13 82
1 2 83
2 11 84
2 6 85
4 12 86
1 19 87
4 19 88
1 20 89
+
2 4
2 1 0
2 1 1
1 1 2
1 1 3
2 3 4
2 3 5
2 1 6
2 1 7
2 1 8
1 1 9
1 4 10
2 1 11
2 2 12
1 2 13
1 2 14
2 4 15
2 4 16
1 1 17
1 4 18
1 1 19
1 2 20
2 4 21
1 4 22
1 4 23
1 1 24
2 4 25
1 2 26
2 4 27
2 4 28
2 3 29
2 1 30
2 4 31
1 1 32
2 2 33
2 1 34
2 2 35
2 2 36
1 1 37
2 3 38
1 3 39
1 2 40
2 1 41
1 4 42
2 4 43
2 1 44
2 4 45
2 3 46
2 2 47
2 1 48
2 1 49
1 4 50
2 3 51
1 1 52
2 1 53
2 1 54
1 3 55
2 3 56
2 1 57
2 1 58
2 3 59
1 4 60
2 4 61
2 4 62
1 2 63
2 3 64
1 2 65
1 4 66
2 1 67
2 2 68
1 2 69
2 1 70
1 2 71
1 3 72
2 4 73
2 3 74
+
5 19
4 13 0
2 4 1
2 5 2
1 12 3
2 10 4
5 12 5
2 2 6
4 2 7
3 10 8
4 4 9
1 2 10
5 17 11
3 17 12
2 14 13
5 5 14
3 6 15
5 3 16
3 9 17
4 9 18
1 6 19
4 10 20
3 8 21
1 19 22
3 16 23
4 9 24
1 4 25
3 8 26
2 19 27
5 8 28
3 2 29
2 13 30
3 4 31
2 13 32
2 6 33
2 5 34
1 19 35
2 17 36
2 6 37
5 7 38
4 6 39
3 14 40
2 3 41
2 15 42
5 6 43
4 4 44
4 14 45
2 19 46
2 18 47
2 11 48
2 7 49
1 7 50
1 13 51
3 1 52
2 5 53
4 10 54
5 18 55
3 8 56
3 8 57
1 18 58
4 16 59
1 11 60
1 12 61
4 16 62
5 2 63
1 6 64
5 15 65
5 6 66
5 2 67
5 19 68
1 3 69
5 19 70
2 3 71
2 11 72
2 4 73
2 18 74
2 13 75
4 6 76
1 12 77
4 1 78
4 18 79
2 18 80
2 12 81
4 3 82
4 14 83
4 9 84
3 12 85
2 7 86
2 12 87
2 8 88
5 4 89
+
11 3
2 1 0
7 1 1
4 1 2
2 3 3
6 2 4
9 2 5
1 1 6
3 1 7
1 3 8
11 2 9
2 2 10
10 3 11
5 2 12
8 2 13
11 2 14
4 3 15
10 3 16
5 1 17
7 2 18
7 3 19
6 1 20
1 1 21
7 2 22
10 2 23
10 1 24
8 3 25
6 3 26
7 3 27
10 1 28
11 1 29
7 1 30
2 3 31
6 2 32
6 2 33
8 1 34
8 1 35
1 2 36
10 3 37
9 2 38
2 3 39
10 1 40
3 1 41
3 2 42
11 1 43
4 1 44
7 2 45
9 3 46
4 3 47
9 2 48
10 2 49
9 1 50
2 1 51
+
5 5
1 2 0
4 3 1
2 2 2
5 5 3
2 3 4
5 5 5
5 5 6
2 2 7
2 2 8
4 1 9
5 4 10
1 3 11
4 1 12
2 3 13
2 5 14
5 5 15
4 1 16
2 2 17
4 4 18
4 5 19
3 1 20
4 1 21
5 3 22
3 4 23
1 2 24
2 5 25
3 4 26
3 3 27
4 3 28
4 3 29
4 3 30
5 4 31
3 3 32
2 2 33
4 5 34
3 2 35
3 2 36
1 5 37
5 4 38
3 4 39
1 5 40
4 3 41
3 3 42
1 1 43
1 1 44
4 3 45
2 3 46
3 3 47
3 1 48
3 1 49
+
18 7
12 2 0
3 2 1
7 1 2
10 5 3
17 6 4
+
20 12
17 6 0
13 5 1
17 4 2
17 5 3
7 1 4
15 2 5
18 11 6
6 4 7
3 8 8
11 1 9
6 6 10
11 7 11
12 11 12
15 7 13
17 2 14
14 3 15
11 6 16
16 3 17
3 1 18
11 8 19
12 12 20
13 4 21
20 10 22
12 12 23
4 7 24
11 6 25
5 7 26
13 10 27
12 5 28
15 3 29
5 4 30
20 11 31
12 7 32
1 2 33
11 8 34
10 10 35
8 6 36
8 8 37
3 6 38
18 1 39
6 1 40
17 1 41
7 11 42
2 4 43
20 12 44
3 11 45
13 11 46
18 6 47
8 9 48
2 2 49
11 10 50
4 10 51
13 6 52
5 5 53
12 10 54
8 2 55
7 4 56
19 2 57
2 3 58
6 10 59
14 6 60
7 11 61
14 5 62
9 8 63
5 4 64
16 6 65
13 2 66
15 10 67
15 12 68
5 9 69
+
3 20
1 12 0
2 12 1
1 19 2
3 11 3
1 19 4
3 20 5
3 15 6
2 4 7
2 4 8
1 14 9
3 18 10
3 1 11
2 14 12
2 12 13
2 7 14
3 5 15
3 1 16
2 20 17
1 16 18
2 18 19
3 5 20
1 16 21
2 6 22
3 12 23
1 2 24
2 13 25
2 20 26
1 9 27
2 5 28
1 13 29
2 6 30
2 12 31
2 5 32
3 11 33
1 17 34
1 17 35
3 4 36
1 14 37
+
16 20
7 10 0
1 9 1
11 8 2
16 4 3
5 6 4
7 1 5
15 6 6
15 3 7
16 8 8
4 14 9
4 6 10
7 15 11
5 13 12
10 20 13
12 12 14
3 11 15
14 16 16
14 18 17
12 19 18
9 4 19
16 5 20
8 4 21
3 15 22
10 2 23
+
19 18
7 3 0
11 5 1
1 7 2
3 3 3
13 15 4
13 13 5
15 10 6
2 16 7
2 18 8
10 2 9
13 5 10
7 3 11
17 8 12
2 11 13
8 18 14
16 5 15
17 17 16
1 18 17
9 10 18
4 16 19
8 14 20
6 5 21
14 17 22
10 1 23
12 18 24
7 12 25
18 10 26
8 12 27
10 13 28
8 18 29
7 18 30
8 5 31
4 6 32
3 13 33
4 2 34
7 16 35
10 9 36
+
12 6
12 4 0
12 6 1
11 1 2
5 1 3
10 4 4
11 2 5
10 6 6
7 3 7
6 2 8
3 2 9
3 6 10
2 4 11
12 6 12
11 2 13
6 4 14
4 5 15
4 5 16
1 3 17
12 5 18
5 3 19
4 2 20
4 2 21
1 3 22
12 2 23
9 4 24
9 6 25
6 1 26
3 5 27
6 4 28
1 2 29
8 5 30
4 4 31
9 2 32
8 1 33
6 3 34
6 5 35
3 6 36
7 4 37
1 4 38
8 4 39
10 2 40
2 6 41
4 4 42
10 4 43
9 4 44
9 1 45
3 3 46
4 3 47
3 3 48
8 1 49
2 6 50
9 6 51
10 1 52
1 5 53
9 5 54
11 1 55
6 3 56
7 2 57
7 5 58
6 1 59
4 6 60
1 4 61
2 4 62
12 2 63
6 2 64
7 4 65
6 4 66
5 1 67
2 5 68
3 2 69
9 2 70
11 6 71
9 3 72
12 2 73
11 5 74
12 4 75
6 5 76
11 3 77
3 4 78
10 3 79
4 3 80
7 6 81
12 6 82
11 6 83
4 5 84
5 1 85
6 2 86
7 1 87
+
14 1
10 1 0
1 1 1
9 1 2
7 1 3
13 1 4
9 1 5
11 1 6
13 1 7
4 1 8
5 1 9
11 1 10
2 1 11
10 1 12
4 1 13
10 1 14
12 1 15
5 1 16
4 1 17
3 1 18
10 1 19
11 1 20
1 1 21
13 1 22
1 1 23
8 1 24
14 1 25
1 1 26
4 1 27
7 1 28
11 1 29
6 1 30
1 1 31
13 1 32
9 1 33
7 1 34
9 1 35
4 1 36
5 1 37
1 1 38
12 1 39
12 1 40
3 1 41
2 1 42
14 1 43
9 1 44
6 1 45
14 1 46
12 1 47
10 1 48
13 1 49
10 1 50
12 1 51
11 1 52
4 1 53
14 1 54
7 1 55
7 1 56
9 1 57
7 1 58
12 1 59
9 1 60
11 1 61
12 1 62
4 1 63
5 1 64
9 1 65
4 1 66
9 1 67
12 1 68
8 1 69
3 1 70
13 1 71
5 1 72
4 1 73
2 1 74
+
14 20
6 12 0
9 17 1
11 8 2
2 4 3
2 5 4
1 8 5
9 11 6
5 14 7
9 2 8
5 19 9
5 11 10
6 12 11
5 2 12
2 7 13
11 11 14
7 20 15
7 12 16
12 20 17
14 17 18
2 5 19
6 18 20
11 14 21
8 11 22
5 1 23
8 6 24
5 3 25
12 17 26
14 6 27
5 11 28
12 15 29
11 1 30
4 4 31
8 20 32
3 9 33
9 17 34
7 8 35
8 1 36
1 14 37
6 20 38
3 13 39
9 6 40
8 14 41
13 15 42
4 11 43
4 3 44
11 12 45
1 5 46
1 15 47
3 5 48
14 9 49
8 3 50
8 1 51
5 11 52
3 19 53
+
10 3
8 3 0
4 1 1
8 3 2
4 1 3
6 2 4
5 3 5
10 2 6
1 3 7
2 1 8
4 3 9
10 3 10
5 2 11
6 3 12
3 1 13
1 2 14
5 2 15
7 2 16
6 2 17
9 3 18
8 2 19
10 1 20
9 3 21
2 3 22
9 2 23
10 1 24
3 1 25
1 2 26
4 3 27
1 2 28
10 1 29
7 2 30
8 3 31
7 2 32
6 1 33
5 1 34
10 1 35
10 2 36
10 2 37
5 3 38
4 2 39
9 2 40
5 3 41
1 2 42
8 2 43
6 3 44
3 1 45
8 2 46
8 1 47
2 2 48
5 2 49
3 3 50
4 2 51
9 2 52
2 3 53
6 1 54
8 2 55
5 3 56
8 2 57
1 2 58
2 3 59
3 1 60
3 2 61
4 1 62
3 3 63
1 3 64
+
4 2
4 1 0
4 2 1
2 1 2
1 2 3
3 2 4
4 1 5
4 1 6
2 2 7
3 1 8
3 1 9
4 1 10
1 1 11
2 1 12
4 2 13
3 1 14
2 2 15
3 1 16
4 1 17
4 1 18
1 2 19
1 2 20
3 1 21
+
4 8
4 5 0
1 4 1
3 7 2
2 6 3
3 7 4
2 5 5
1 7 6
4 8 7
4 1 8
4 2 9
4 5 10
3 4 11
2 1 12
1 1 13
2 4 14
4 4 15
1 7 16
4 4 17
4 1 18
2 6 19
2 4 20
2 6 21
4 1 22
2 2 23
3 6 24
3 1 25
2 1 26
3 6 27
4 1 28
3 5 29
3 5 30
3 1 31
1 4 32
1 3 33
4 8 34
1 6 35
1 6 36
1 2 37
3 1 38
2 4 39
4 1 40
3 5 41
4 4 42
2 6 43
3 8 44
3 1 45
2 5 46
1 4 47
3 5 48
1 4 49
4 7 50
4 4 51
1 1 52
4 3 53
3 1 54
1 3 55
2 8 56
2 6 57
3 3 58
3 1 59
4 3 60
3 7 61
2 1 62
2 3 63
3 6 64
3 7 65
1 8 66
+
14 2
5 2 0
10 2 1
7 2 2
5 2 3
11 2 4
10 2 5
9 2 6
14 2 7
8 1 8
3 1 9
11 2 10
14 1 11
11 2 12
2 1 13
14 2 14
13 2 15
3 2 16
11 2 17
7 1 18
7 1 19
12 2 20
6 1 21
8 1 22
9 1 23
8 1 24
5 2 25
2 1 26
14 2 27
5 1 28
5 1 29
5 2 30
5 1 31
8 1 32
6 1 33
5 2 34
14 2 35
6 2 36
12 2 37
11 1 38
13 2 39
14 1 40
3 1 41
14 2 42
2 1 43
5 1 44
1 2 45
2 2 46
7 1 47
8 2 48
5 1 49
9 1 50
2 2 51
3 2 52
5 2 53
9 2 54
1 2 55
13 2 56
13 1 57
14 2 58
13 1 59
7 1 60
11 2 61
8 1 62
4 1 63
3 2 64
11 2 65
5 2 66
10 2 67
8 2 68
11 2 69
3 2 70
7 1 71
8 2 72
2 1 73
14 1 74
12 1 75
1 1 76
3 1 77
+
14 11
13 2 0
8 10 1
2 2 2
14 7 3
